Namespace(batch_size=8, dataset='coco', disable_hybridization=False, epochs=26, gpus='0,1,2,3,4,5,6,7', log_interval=100, lr=0.01, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=1000.0, momentum=0.9, network='resnet101_v1d', num_workers=8, resume='', save_interval=1, save_prefix='mask_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=2, verbose=True, wd=0.0001)
Trainable parameters:
odict_keys(['resnetv1d_layers2_conv0_weight', 'resnetv1d_layers2_conv1_weight', 'resnetv1d_layers2_conv2_weight', 'resnetv1d_down2_conv0_weight', 'resnetv1d_layers2_conv3_weight', 'resnetv1d_layers2_conv4_weight', 'resnetv1d_layers2_conv5_weight', 'resnetv1d_layers2_conv6_weight', 'resnetv1d_layers2_conv7_weight', 'resnetv1d_layers2_conv8_weight', 'resnetv1d_layers2_conv9_weight', 'resnetv1d_layers2_conv10_weight', 'resnetv1d_layers2_conv11_weight', 'resnetv1d_layers3_conv0_weight', 'resnetv1d_layers3_conv1_weight', 'resnetv1d_layers3_conv2_weight', 'resnetv1d_down3_conv0_weight', 'resnetv1d_layers3_conv3_weight', 'resnetv1d_layers3_conv4_weight', 'resnetv1d_layers3_conv5_weight', 'resnetv1d_layers3_conv6_weight', 'resnetv1d_layers3_conv7_weight', 'resnetv1d_layers3_conv8_weight', 'resnetv1d_layers3_conv9_weight', 'resnetv1d_layers3_conv10_weight', 'resnetv1d_layers3_conv11_weight', 'resnetv1d_layers3_conv12_weight', 'resnetv1d_layers3_conv13_weight', 'resnetv1d_layers3_conv14_weight', 'resnetv1d_layers3_conv15_weight', 'resnetv1d_layers3_conv16_weight', 'resnetv1d_layers3_conv17_weight', 'resnetv1d_layers3_conv18_weight', 'resnetv1d_layers3_conv19_weight', 'resnetv1d_layers3_conv20_weight', 'resnetv1d_layers3_conv21_weight', 'resnetv1d_layers3_conv22_weight', 'resnetv1d_layers3_conv23_weight', 'resnetv1d_layers3_conv24_weight', 'resnetv1d_layers3_conv25_weight', 'resnetv1d_layers3_conv26_weight', 'resnetv1d_layers3_conv27_weight', 'resnetv1d_layers3_conv28_weight', 'resnetv1d_layers3_conv29_weight', 'resnetv1d_layers3_conv30_weight', 'resnetv1d_layers3_conv31_weight', 'resnetv1d_layers3_conv32_weight', 'resnetv1d_layers3_conv33_weight', 'resnetv1d_layers3_conv34_weight', 'resnetv1d_layers3_conv35_weight', 'resnetv1d_layers3_conv36_weight', 'resnetv1d_layers3_conv37_weight', 'resnetv1d_layers3_conv38_weight', 'resnetv1d_layers3_conv39_weight', 'resnetv1d_layers3_conv40_weight', 'resnetv1d_layers3_conv41_weight', 'resnetv1d_layers3_conv42_weight', 'resnetv1d_layers3_conv43_weight', 'resnetv1d_layers3_conv44_weight', 'resnetv1d_layers3_conv45_weight', 'resnetv1d_layers3_conv46_weight', 'resnetv1d_layers3_conv47_weight', 'resnetv1d_layers3_conv48_weight', 'resnetv1d_layers3_conv49_weight', 'resnetv1d_layers3_conv50_weight', 'resnetv1d_layers3_conv51_weight', 'resnetv1d_layers3_conv52_weight', 'resnetv1d_layers3_conv53_weight', 'resnetv1d_layers3_conv54_weight', 'resnetv1d_layers3_conv55_weight', 'resnetv1d_layers3_conv56_weight', 'resnetv1d_layers3_conv57_weight', 'resnetv1d_layers3_conv58_weight', 'resnetv1d_layers3_conv59_weight', 'resnetv1d_layers3_conv60_weight', 'resnetv1d_layers3_conv61_weight', 'resnetv1d_layers3_conv62_weight', 'resnetv1d_layers3_conv63_weight', 'resnetv1d_layers3_conv64_weight', 'resnetv1d_layers3_conv65_weight', 'resnetv1d_layers3_conv66_weight', 'resnetv1d_layers3_conv67_weight', 'resnetv1d_layers3_conv68_weight', 'resnetv1d_layers4_conv0_weight', 'resnetv1d_layers4_conv1_weight', 'resnetv1d_layers4_conv2_weight', 'resnetv1d_down4_conv0_weight', 'resnetv1d_layers4_conv3_weight', 'resnetv1d_layers4_conv4_weight', 'resnetv1d_layers4_conv5_weight', 'resnetv1d_layers4_conv6_weight', 'resnetv1d_layers4_conv7_weight', 'resnetv1d_layers4_conv8_weight', 'maskrcnn0_dense0_weight', 'maskrcnn0_dense0_bias', 'maskrcnn0_dense1_weight', 'maskrcnn0_dense1_bias', 'maskrcnn0_rpn0_rpnanchorgenerator0_anchor_', 'maskrcnn0_rpn0_conv0_weight', 'maskrcnn0_rpn0_conv0_bias', 'maskrcnn0_rpn0_conv1_weight', 'maskrcnn0_rpn0_conv1_bias', 'maskrcnn0_rpn0_conv2_weight', 'maskrcnn0_rpn0_conv2_bias', 'maskrcnn0_mask0_conv0_weight', 'maskrcnn0_mask0_conv0_bias', 'maskrcnn0_mask0_conv1_weight', 'maskrcnn0_mask0_conv1_bias'])
Start training from [Epoch 0]
[Epoch 0 Iteration 0] Set learning rate to 0.003333333333333333
[Epoch 0][Batch 99], Speed: 5.582 samples/sec, RPN_Conf=0.326,RPN_SmoothL1=0.154,RCNN_CrossEntropy=1.129,RCNN_SmoothL1=0.324,RCNN_Mask=0.674,RPNAcc=0.879,RPNL1Loss=0.621,RCNNAcc=0.821,RCNNL1Loss=1.968,MaskAcc=0.601,MaskFGAcc=0.579
[Epoch 14][Batch 12799], Speed: 9.383 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 12899], Speed: 9.423 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 12999], Speed: 9.416 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13099], Speed: 9.537 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13199], Speed: 9.518 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13299], Speed: 9.646 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.762,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13399], Speed: 9.646 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13499], Speed: 9.416 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13599], Speed: 9.590 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13699], Speed: 9.616 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13799], Speed: 9.086 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13899], Speed: 9.240 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.284,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 13999], Speed: 9.535 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14099], Speed: 9.453 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14199], Speed: 9.397 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.258,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14299], Speed: 9.326 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.077,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14399], Speed: 9.583 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.258,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14499], Speed: 9.505 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.258,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14][Batch 14599], Speed: 9.424 samples/sec, RPN_Conf=0.069,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.258,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 14] Training cost: 12384.926, RPN_Conf=0.070,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.285,RCNN_SmoothL1=0.151,RCNN_Mask=0.258
[Epoch 14] Saving parameters to mask_rcnn_resnet101_v1d_coco_0014_0.0000.params
[Epoch 15][Batch 99], Speed: 6.325 samples/sec, RPN_Conf=0.072,RPN_SmoothL1=0.072,RCNN_CrossEntropy=0.280,RCNN_SmoothL1=0.149,RCNN_Mask=0.258,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 199], Speed: 9.928 samples/sec, RPN_Conf=0.070,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.282,RCNN_SmoothL1=0.150,RCNN_Mask=0.257,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 299], Speed: 9.866 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 399], Speed: 9.951 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.074,RCNN_CrossEntropy=0.273,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 499], Speed: 9.921 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.074,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 599], Speed: 9.856 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.074,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.150,RCNN_Mask=0.254,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.761,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 699], Speed: 10.175 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 799], Speed: 10.056 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.074,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 899], Speed: 10.534 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 999], Speed: 10.007 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1099], Speed: 10.092 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.149,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1199], Speed: 10.044 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1299], Speed: 10.058 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1399], Speed: 10.068 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.075,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1499], Speed: 10.038 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1599], Speed: 9.887 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1699], Speed: 9.963 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1799], Speed: 9.927 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1899], Speed: 9.904 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 1999], Speed: 9.859 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2099], Speed: 9.908 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2199], Speed: 9.900 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2299], Speed: 10.128 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.273,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.760,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2399], Speed: 9.834 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2499], Speed: 9.963 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2599], Speed: 10.054 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2699], Speed: 10.006 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2799], Speed: 9.687 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2899], Speed: 9.949 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 2999], Speed: 10.065 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3099], Speed: 10.091 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3199], Speed: 10.096 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3299], Speed: 10.092 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.274,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3399], Speed: 10.052 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3499], Speed: 9.842 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.969,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3599], Speed: 10.087 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3699], Speed: 10.073 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3799], Speed: 9.886 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3899], Speed: 9.800 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.147,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 3999], Speed: 10.033 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.759,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 4099], Speed: 9.916 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.758,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 4199], Speed: 9.978 samples/sec, RPN_Conf=0.067,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.275,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.758,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 4299], Speed: 9.923 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.758,MaskAcc=0.884,MaskFGAcc=0.523
[Epoch 15][Batch 4399], Speed: 10.204 samples/sec, RPN_Conf=0.068,RPN_SmoothL1=0.076,RCNN_CrossEntropy=0.276,RCNN_SmoothL1=0.148,RCNN_Mask=0.255,RPNAcc=0.970,RPNL1Loss=0.328,RCNNAcc=0.892,RCNNL1Loss=0.758,MaskAcc=0.884,MaskFGAcc=0.523
